,name,street_type
1794,Triangelstigen,other
1795,Askims Uggleväg,vägen
1796,Rågångstigen,other
1797,Solarvsplan,other
1798,Askåkersplan,other
1799,Stomvägen,vägen
1800,Kullstigen,other
1801,Kyrkliden,other
1802,Carl Gunérs backe,other
1803,Askims Backaväg,vägen
1804,Askims Övergårdsväg,vägen
1805,Trädesgatan,gatan
1806,Knapegatan,gatan
1807,Skiftesgatan,gatan
1808,Östra Sannegårdskajen,other
1809,Ångaren Ediths Gata,gatan
1810,Ångaren Ernas Gata,gatan
1811,Ångaren Indias Gata,gatan
1812,Barken Storegrunds Gata,gatan
1813,Barken Beatrices Gata,gatan
1814,Nordviksgatan,gatan
1815,Skålmekärrsvägen,vägen
1816,Delsjönässtigen,other
1817,Gåsmossen,other
1818,Alprosen,other
1819,Lilla Idtjärnsgatan,gatan
1820,Bergums Kyrkväg,vägen
1821,Björsbovägen,vägen
1822,Rotenvägen,vägen
1823,Björsjöås Gård,other
1824,Skärsjölundsvägen,vägen
1825,Måhultsvägen,vägen
1826,Trollsjövägen,vägen
1827,Björkhällan,other
1828,Hyltevägen,vägen
1829,Pilegården,other
1830,Pumpgatan,gatan
1831,Prästkragsgatan,gatan
1832,Nattviolsgatan,gatan
1833,Aringsgatan,gatan
1834,Åbohusgatan,gatan
1835,Örtagårdsgatan,gatan
1836,Kohagsgatan,gatan
1837,Motorgatan,gatan
1838,Kvillebäcksvägen,vägen
1839,Östra Magårdsvägen,vägen
1840,Godemansgatan,gatan
1841,Villa Parkudden,other
1842,Lindåsstråket,other
1843,Lindåshedens Skogsväg,vägen
1844,Billdals Vårväg,vägen
1845,Lilla Mellanbergsvägen,vägen
1846,Lovisa Ströms väg,vägen
1847,Billdals Badväg,vägen
1848,Killingsholmen,other
1849,Askims Industriväg,vägen
1850,Ängholmen,other
1851,Regattagatan,gatan
1852,Västerhavsvägen,vägen
1853,Rodergatan,gatan
1854,Babordsgatan,gatan
1855,Pejlingsgatan,gatan
1856,Styrbordsgatan,gatan
1857,Talattagatan,gatan
1858,Austvägen,vägen
1859,Solhöjdsgränd,gränd
1860,Torpedgatan,gatan
1861,Försvarsgatan,gatan
1862,Väbelgatan,gatan
1863,Skonertgatan,gatan
1864,Skogsrydsgatan,gatan
1865,Fullriggaregatan,gatan
1866,Blodboksgatan,gatan
1867,Hängbjörksgatan,gatan
1868,Cedergatan,gatan
1869,Kostergatan,gatan
1870,Slupgatan,gatan
1871,Hästeviksgatan,gatan
1872,Tjädergatan,gatan
1873,Fortgatan,gatan
1874,Palmsundsgatan,gatan
1875,Kolmodins väg,vägen
1876,Galärgatan,gatan
1877,Tapphusvägen,vägen
1878,Södra Sjöfarten,other
1879,Gösta Fraenkels Väg,other
1880,Kolhyvarestigen,other
1881,Cypressgatan,gatan
1882,Valnötsgatan,gatan
1883,Poppelgatan,gatan
1884,Eckragatan,gatan
1885,Ubåtsgatan,gatan
1886,Käringbergsgatan,gatan
1887,Brantgatan,gatan
1888,Patrullgatan,gatan
1889,Kuttergatan,gatan
1890,Koggegatan,gatan
1891,Jullestigen,other
1892,Dingegatan,gatan
1893,Stävgatan,gatan
1894,August Barks gata,gatan
1895,August Barks Gata,gatan
1896,Aron Jonasons Gångväg,vägen
1897,Albert Ehrensvärds Gångväg,vägen
1898,Nathalia Ahlströms Gångväg,vägen
1899,Vasa Kyrkoplan,other
1900,Lillebyvägen,vägen
1901,Slättgärdsgatan,gatan
1902,Rörmyren,other
1903,Stubbeledsgatan,gatan
1904,Sollidsgatan,gatan
1905,Delfingatan,gatan
1906,Svalebogatan,gatan
1907,Späckhuggaregatan,gatan
1908,Örtugsgatan,gatan
1909,Otto Elanders Gata,gatan
1910,Kronogårdsvägen,vägen
1911,Åseby Västergård,other
1912,Åseby Östergård,other
1913,Östra Bärmeråsvägen,vägen
1914,Västra Bärmeråsvägen,vägen
1915,Kronogårdslyckan,other
1916,Västra Kronogårdsvägen,vägen
1917,Bufjällsleden,leden
1918,Hugo Grauers Gata,gatan
1919,Vera Sandbergs Allé,other
1920,Arvid Hedvalls Backe,other
1921,Olgas trappor,other
1922,Sappörgatan,gatan
1923,Fältskärsgatan,gatan
1924,Taptogatan,gatan
1925,Tuvgatan,gatan
1926,Norra Rosenbergsgatan,gatan
1927,Södra Rosenbergsgatan,gatan
1928,Valltrappsgatan,gatan
1929,Logistikvägen,vägen
1930,Slättgatan,gatan
1931,Enegatan,gatan
1932,Lilla Cedergatan,gatan
1933,Motorbåtsgatan,gatan
1934,Livbåtsgatan,gatan
1935,Roddbåtsgatan,gatan
1936,Småbåtsgatan,gatan
1937,Galeasgatan,gatan
1938,Toredammen,other
1939,Koppargatan,gatan
1940,Mässingsgatan,gatan
1941,Bronsgatan,gatan
1942,Malmgatan,gatan
1943,Silvergatan,gatan
1944,Platinagatan,gatan
1945,Sven Källfelts Gata,gatan
1946,Stallegårdsvägen,vägen
1947,Billingegatan,gatan
1948,Grotteparksvägen,vägen
1949,Sheldons Väg,other
1950,Stjärnbåtsgatan,gatan
1951,Starbåtsgatan,gatan
1952,Mårdgatan,gatan
1953,Bävergatan,gatan
1954,Uttergatan,gatan
1955,Hermelingatan,gatan
1956,Sobelgatan,gatan
1957,Illergatan,gatan
1958,Hagens Stationsväg,vägen
1959,Logatan,gatan
1960,Rådjursgatan,gatan
1961,Bisamgatan,gatan
1962,Hagens Kapellväg,vägen
1963,Hagens Prästväg,vägen
1964,Killingegången,other
1965,Minkgatan,gatan
1966,Nerzgatan,gatan
1967,Hästeviksgången,other
1968,Kaningatan,gatan
1969,Fregattgatan,gatan
1970,Korvettgatan,gatan
1971,Lilla Skonertgatan,gatan
1972,Västra Palmgrensgatan,gatan
1973,Tandkullegatan,gatan
1974,Hinsholmsgatan,gatan
1975,Mogatan,gatan
1976,Atlandsgatan,gatan
1977,Kvillestråket,other
1978,Törnrosgatan,gatan
1979,Silltrutgatan,gatan
1980,Brevduvegatan,gatan
1981,Moripegatan,gatan
1982,Trastgatan,gatan
1983,Blåhakegatan,gatan
1984,Lomgatan,gatan
1985,Lyrfågelgatan,gatan
1986,Östra Palmgrensgatan,gatan
1987,Tärngatan,gatan
1988,Måsgatan,gatan
1989,Domherregatan,gatan
1990,Vipgatan,gatan
1991,Ljungdalsgatan,gatan
1992,Hängpilsgatan,gatan
1993,Redebacken,backen
1994,Rönngatan,gatan
1995,Hasselgatan,gatan
1996,Algatan,gatan
1997,Oxelgatan,gatan
1998,Aspgatan,gatan
1999,Osbergsgatan,gatan
2000,Fältgatan,gatan
2001,Fridlandsgatan,gatan
2002,Sydlandsgatan,gatan
2003,Johannelundsgatan,gatan
2004,Bygatan,gatan
2005,Övre Bygatan,gatan
2006,Lindgatan,gatan
2007,Bergsbogatan,gatan
2008,Stigvägen,vägen
2009,Hinsholmens Bryggväg,vägen
2010,Blåmusslegatan,gatan
2011,Ostrongatan,gatan
2012,Pärlmusslegatan,gatan
2013,Skonaren Ingos Gata,gatan
2014,Ringösvängen,other
2015,Södra frihamnspiren,other
2016,Traneredsparken,other
2017,Lerumsvägen,vägen
2018,Silvermyntsgatan,gatan
2019,Kopparmyntsgatan,gatan
2020,Sikelgatan,gatan
2021,Vaktmansgatan,gatan
2022,Svetsaregatan,gatan
2023,Dollargatan,gatan
2024,Sterlingsgatan,gatan
2025,Alice Bonthornsgatan,gatan
2026,Ostindiefararen,other
2027,Östra Dockpiren,other
2028,Maskingatan,gatan
2029,Styrfarten,other
2030,Pollaregatan,gatan
2031,Manövergången,other
2032,Volvogatan,gatan
2033,Stapelbädden,other
2034,Jyllandsgatan,gatan
2035,Ödmansgatan,gatan
2036,Sörhallsgatan,gatan
2037,Bautastensgatan,gatan
2038,Köpenhamnsgatan,gatan
2039,Draggensgatan,gatan
2040,Kronotorpsgatan,gatan
2041,Århusgatan,gatan
2042,Oslogatan,gatan
2043,Trondheimsgatan,gatan
2044,Norska Gatan,other
2045,Tönsbergsgatan,gatan
2046,Utmarksgatan,gatan
2047,Skagengatan,gatan
2048,Lilla Solstrålegatan,gatan
2049,Astris Gata,gatan
2050,Maj på Malös Gata,gatan
2051,Rönnerdahls Gata,gatan
2052,Carmencitas Gata,gatan
2053,Huldas Karins Gata,gatan
2054,Flemingsgatan,gatan
2055,Visthusgatan,gatan
2056,Arlagången,other
2057,Särlagången,other
2058,Ekhagen,other
2059,Kaprifolievägen,vägen
2060,Sommersgatan,gatan
2061,Stenåldersvägen,vägen
2062,Smala Vägen,other
2063,Fornminnesvägen,vägen
2064,Stamrotesvägen,vägen
2065,Öarna,other
2066,Biskopsgatan,gatan
2067,Toriniusgatan,gatan
2068,Lambergsgatan,gatan
2069,Sockenvägen,vägen
2070,Västanvindsgatan,gatan
2071,Östanvindsgatan,gatan
2072,Sunnanvindsgatan,gatan
2073,Guldpokalsgatan,gatan
2074,Lilla Skogsrydsgatan,gatan
2075,Lönngatan,gatan
2076,Läktaregatan,gatan
2077,Ostindiegatan,gatan
2078,Forthamnsvägen,vägen
2079,Kanotgatan,gatan
2080,Tallstigen,other
2081,Kärrsmossegatan,gatan
2082,Lerlyckegatan,gatan
2083,Äppelgatan,gatan
2084,Frostgatan,gatan
2085,Pärongatan,gatan
2086,Midsommargatan,gatan
2087,Vårgatan,gatan
2088,Överås Parkväg,vägen
2089,Jättegrytsgatan,gatan
2090,Jakobsdalsgatan,gatan
2091,Laboratoriegatan,gatan
2092,Pipblåsaregatan,gatan
2093,Påskbergsgatan,gatan
2094,Kronhjortsgatan,gatan
2095,Topeliusgatan,gatan
2096,Karlfeldtsgatan,gatan
2097,Betaniagatan,gatan
2098,Örgryte Stomgata,gatan
2099,Årbogatan,gatan
2100,Trumpetaregränd,gränd
2101,Hagmarksgatan,gatan
2102,Rönnbärsstigen,other
2103,Övre Pipblåsaregatan,gatan
2104,Södra Tandåsgatan,gatan
2105,Anneholmsgatan,gatan
2106,Tandåsplatsen,other
2107,Hemstigen,other
2108,Grönstensvägen,vägen
2109,Gulsparvsgatan,gatan
2110,Stenskvättegatan,gatan
2111,Hackspettsgatan,gatan
2112,Snöskategatan,gatan
2113,Bofinksgatan,gatan
2114,Pilfinksgatan,gatan
2115,Egmontsgatan,gatan
2116,Storagårdsgatan,gatan
2117,Fredrika Bremersgatan,gatan
2118,Kärrhöksgatan,gatan
2119,Sigtunagatan,gatan
2120,Runiusgatan,gatan
2121,Böstigen,other
2122,Stötgatan,gatan
2123,Nonnensgatan,gatan
2124,Carl Larssonsgatan,gatan
2125,Daltorpsgatan,gatan
2126,Herrgårdsgatan,gatan
2127,Rättaregången,other
2128,Valåsgatan,gatan
2129,Lunnatorpsgatan,gatan
2130,Skogshyddegatan,gatan
2131,Barrskogsgatan,gatan
2132,Lilla Danska Vägen,other
2133,Sventorpsliden,other
2134,Barrskogsgränd,gränd
2135,Trestegsgatan,gatan
2136,Häcklöparegatan,gatan
2137,Stavhopparegatan,gatan
2138,Femkampsgatan,gatan
2139,Hökegatan,gatan
2140,Borgaregatan,gatan
2141,Bondegatan,gatan
2142,Olskroksgatan,gatan
2143,Ängsvaktaregatan,gatan
2144,Poppelmansgatan,gatan
2145,Ribbingsgatan,gatan
2146,Tågmästaregatan,gatan
2147,Kålltorpsgatan,gatan
2148,Assessorsgatan,gatan
2149,Lokföraregatan,gatan
2150,Spelmansplatsen,other
2151,Balsamingatan,gatan
2152,Vallmogatan,gatan
2153,Munkebäcksgatan,gatan
2154,Ärenprisgatan,gatan
2155,Resedagatan,gatan
2156,Landerigatan,gatan
2157,Svangatan,gatan
2158,Sävenäsgatan,gatan
2159,Kaflegatan,gatan
2160,Strömsgatan,gatan
2161,Stenbacken,backen
2162,Fåfängegatan,gatan
2163,Tomtebacksgatan,gatan
2164,Sulitelmagatan,gatan
2165,Storhöjdsgatan,gatan
2166,Kobergsgatan,gatan
2167,Kransen,other
2168,Wahlbergsgatan,gatan
2169,Vidkärrsgatan,gatan
2170,Morängatan,gatan
2171,Rådmansgatan,gatan
2172,Vidkärrsstigen,other
2173,Borgmästaregatan,gatan
2174,Nordåsgatan,gatan
2175,Strömmensbergsstigen,other
2176,Jonseredsgatan,gatan
2177,Löparegatan,gatan
2178,Idrottsgatan,gatan
2179,Kungälvsgatan,gatan
2180,Övre Olskroksgatan,gatan
2181,Örngatan,gatan
2182,Mintensgatan,gatan
2183,Jenny Lindsgatan,gatan
2184,Wrangelsgatan,gatan
2185,Kemivägen,vägen
2186,Karlagatan,gatan
2187,Slätten,other
2188,Ingeborgsgatan,gatan
2189,Lilla Karlagatan,gatan
2190,Stukelyckan,other
2191,Högalyckan,other
2192,Bergsträdgården,other
2193,Platågatan,gatan
2194,Hebegatan,gatan
2195,Vävskedsgatan,gatan
2196,Ulfsparregatan,gatan
2197,Snoilskygatan,gatan
2198,Bågevägen,vägen
2199,Lundehagsgatan,gatan
2200,Villagången,other
2201,Skatåsvägen,vägen
2202,A E Holmbergs gata,gatan
2203,Strängnäsgatan,gatan
2204,Lindrothsgatan,gatan
2205,A C Lindblads gata,gatan
2206,Hugo Hammars gata,gatan
2207,Tredjedalsgatan,gatan
2208,Kung Sverres gata,gatan
2209,Sankt Olofsgatan,gatan
2210,Kung Håkons gata,gatan
2211,Toremossegatan,gatan
2212,Mossbacken,backen
2213,Hemmansägaregatan,gatan
2214,Tresnipsgatan,gatan
2215,Trättebäcksliden,other
2216,Älvsysselgatan,gatan
2217,Hedebygatan,gatan
2218,Holmgårdsgatan,gatan
2219,Knektdalsgatan,gatan
2220,Snorregatan,gatan
2221,Vikbogatan,gatan
2222,Krabbeliderna,other
2223,Rödalidsvägen,vägen
2224,Enebergsvägen,vägen
2225,Norfeltsvägen,vägen
2226,Torehatts backe,other
2227,Krabbelyckan,other
2228,Miklagårdsgatan,gatan
2229,Tväråsgatan,gatan
2230,Ploggatan,gatan
2231,Oterdahlsgatan,gatan
2232,Älvhålegatan,gatan
2233,Kringelgatan,gatan
2234,Gyllingbergsgatan,gatan
2235,Bäckängsgatan,gatan
2236,Åkerögatan,gatan
2237,Astrakangatan,gatan
2238,Betesgatan,gatan
2239,Körsbärsvägen,vägen
2240,Plommongatan,gatan
2241,Bäckuddsgatan,gatan
2242,Flunsåsliden,other
2243,Lysekilsgatan,gatan
2244,Flunsås Trappor,other
2245,Arrendatorsgatan,gatan
2246,Blackevägen,vägen
2247,Landamäresgatan,gatan
2248,Drottning Blankas gata,gatan
2249,Vikvärjesgatan,gatan
2250,Älvgrimegatan,gatan
2251,Toregrindsstigen,other
2252,Vendernas gata,gatan
2253,Spinettbacken,backen
2254,Lona Knapes Gata,gatan
2255,Gustaf Werners gata,gatan
2256,Viloplatsen,other
2257,Waernsgatan,gatan
2258,Prästgatan,gatan
2259,Martin Anderssons gata,gatan
2260,Lilla Olskroksgatan,gatan
2261,Berggrensgatan,gatan
2262,Alfred Wigelius väg,vägen
2263,Alfred Gärdes Väg,other
2264,Sjölyckan,other
2265,Lilla Bommen,other
2266,Stenabron,other
2267,Cederbourgsgatan,gatan
2268,Carlandersplatsen,other
2269,Övre Buråsliden,other
2270,Lundgrensgatan,gatan
2271,Norra Krokslättsgatan,gatan
2272,Rudedammsgatan,gatan
2273,Dammgatan,gatan
2274,Vörtgatan,gatan
2275,Vibrafongatan,gatan
2276,Rubingatan,gatan
2277,Smaragdgatan,gatan
2278,Björkhöjdsstigen,other
2279,Björkhöjdsgången,other
2280,Juvelgatan,gatan
2281,Lingonvägen,vägen
2282,Vinbärsvägen,vägen
2283,Hjortronvägen,vägen
2284,Jordgubbsvägen,vägen
2285,Blåbärsvägen,vägen
2286,Klarbärsvägen,vägen
2287,Kemigården,other
2288,Fricksgatan,gatan
2289,Källsprångsgatan,gatan
2290,Trollbärsvägen,vägen
2291,Kråkbärsgatan,gatan
2292,Hugo Levins Väg,other
2293,Slättåsvägen,vägen
2294,Lemansgatan,gatan
2295,Teknologgatan,gatan
2296,Bernhard Karlgrens gångväg,vägen
2297,Sylvestergatan,gatan
2298,Stuartsgatan,gatan
2299,Waterloogatan,gatan
2300,Kodammsbron,other
2301,Rotfruktsgatan,gatan
2302,Friggagatan,gatan
2303,Partihandelsgatan,gatan
2304,Colliandersgatan,gatan
2305,Assar Gabrielssons Väg,other
2306,Kindboviksvägen,vägen
2307,Reutersgatan,gatan
2308,Hantverkaregatan,gatan
2309,Skomakaregatan,gatan
2310,Malmstensgatan,gatan
2311,Erik Dahlbergstrappan,other
2312,Arthur Lunds Gångväg,vägen
2313,Oscar Hanssons Trappor,other
2314,Kapten Bertilssons Väg,other
2315,Norra Sjöslingan,other
2316,Almedalsvägen,vägen
2317,Kaprisgatan,gatan
2318,Ingebäcksvägen,vägen
2319,Ingebäcksliden,other
2320,Skjutbanegatan,gatan
2321,Ljunggatan,gatan
2322,Furugatan,gatan
2323,Syréngatan,gatan
2324,Hagtornsgatan,gatan
2325,Emma Jacobssons Trappor,other
2326,Helge Zimdals Gångväg,vägen
2327,Guldhedens kyrkbacke,other
2328,Doktor Bex Gata,gatan
2329,Lilla Ingebäcksvägen,vägen
2330,Gamla Farvägen,vägen
2331,Hagtornsstigen,other
2332,Länkharvsgatan,gatan
2333,Gunnaredsvägen,vägen
2334,Gunnaredsstigen,other
2335,Trädgårdsgärdet,other
2336,Gamla Almedalsvägen,vägen
2337,Persikogatan,gatan
2338,Grevebergsgatan,gatan
2339,Hallstensgatan,gatan
2340,Högsätersgatan,gatan
2341,Bengt Lidnersgatan,gatan
2342,Dicksonsgatan,gatan
2343,Skyttegatan,gatan
2344,Lyckans väg,vägen
2345,Trollspisgatan,gatan
2346,Lagerbringsgatan,gatan
2347,Fribergsgatan,gatan
2348,Meijerbergsgatan,gatan
2349,Ljungbackegatan,gatan
2350,Doktor Westrings Gata,gatan
2351,Syster Emmas Gata,gatan
2352,Doktor Wengbergs Gata,gatan
2353,Doktor Håléns gata,gatan
2354,Blå Stråket,other
2355,Gula Stråket,other
2356,Vita Stråket,other
2357,Bruna Stråket,other
2358,Gröna Stråket,other
2359,Röda Stråket,other
2360,Fagerdalsvägen,vägen
2361,Kärrfibblestigen,other
2362,J A Fagerbergs Väg,other
2363,Bäckravinsgatan,gatan
2364,Lilla Tolsereds väg,vägen
2365,Fagerlyckan,other
2366,Fagergläntan,other
2367,Ögontröstgatan,gatan
2368,Kungsljusgatan,gatan
2369,Vindragaregatan,gatan
2370,Hårdvallsgatan,gatan
2371,Halvardsgatan,gatan
2372,Skanörsgatan,gatan
2373,Köpingsgatan,gatan
2374,Marstrandsgatan,gatan
2375,Klättervägen,vägen
2376,Pilhäcksgatan,gatan
2377,Rösebergsgatan,gatan
2378,Rösebacken,backen
2379,Kalmargatan,gatan
2380,Rundhultsgatan,gatan
2381,Håkansgatan,gatan
2382,Enekullegatan,gatan
2383,Kalvhagsliderna,other
2384,Korsklevegatan,gatan
2385,Jättestensgatan,gatan
2386,Baltzersgatan,gatan
2387,Taklöksvägen,vägen
2388,Månviolsvägen,vägen
2389,Malvavägen,vägen
2390,Gulmårevägen,vägen
2391,Kamomillvägen,vägen
2392,Tomatvägen,vägen
2393,Vinlandsgatan,gatan
2394,Bjurslättsliden,other
2395,Vinkelliden,other
2396,Hackeliden,other
2397,Bjurstigen,other
2398,Jomsborgsgatan,gatan
2399,Tryggvegatan,gatan
2400,Klaremossevägen,vägen
2401,Björkliden,other
2402,Drakblommegatan,gatan
2403,Kattfotsgatan,gatan
2404,Maskrosgatan,gatan
2405,Fyrklöversgatan,gatan
2406,Solhagagatan,gatan
2407,Kärravinkeln,other
2408,Husholmsgatan,gatan
2409,Nortagenegången,other
2410,Klockarevägen,vägen
2411,Orrekullagatan,gatan
2412,Södra Ligården,other
2413,Trankärrsgatan,gatan
2414,Karlsbogårdsgatan,gatan
2415,Doktor Heymans gata,gatan
2416,Lillängsgatan,gatan
2417,Hejderidaregatan,gatan
2418,Syringsgatan,gatan
2419,Thorild Wulffsgatan,gatan
2420,Älvaleken,other
2421,Håbergsstigen,other
2422,Askimsgatan,gatan
2423,Apotekaregatan,gatan
2424,Malmgårdsgatan,gatan
2425,Särögatan,gatan
2426,Änggårdsplatsen,other
2427,Lantmannagatan,gatan
2428,Kryddgårdsgatan,gatan
2429,Västra Keillersgatan,gatan
2430,Östra Keillersgatan,gatan
2431,Västra Andersgårdsgatan,gatan
2432,Bäckedalsgatan,gatan
2433,Drängegatan,gatan
2434,Stataregatan,gatan
2435,Vildapelsgatan,gatan
2436,Stenhammarsgatan,gatan
2437,Mässans gata,gatan
2438,Nedre Fogelbergsgatan,gatan
2439,Reservoarstigen,other
2440,Axel Krooks gångväg,vägen
2441,Husviksvägen,vägen
2442,Varpevägen,vägen
2443,Faggeliden,other
2444,Flogenvägen,vägen
2445,Källängen,other
2446,Hästsprånget,other
2447,Vassdalsvägen,vägen
2448,Nuddlavägen,vägen
2449,Strussnäsvägen,vägen
2450,Mansdalsstigen,other
2451,Flaggbergsstigen,other
2452,Haggårdsvägen,vägen
2453,Stämmesund,other
2454,Ändlyckan,other
2455,Sköreliden,other
2456,Kvigvallen,other
2457,Långejorden,other
2458,Brattefjäll,other
2459,Kalvhagen,other
2460,Husefladen,other
2461,Jydeklovan,other
2462,Sandviksdalen,other
2463,Ramsdalsvägen,vägen
2464,Skogsgapet,other
2465,Skedetvägen,vägen
2466,Ersdalen,other
2467,Lönndalsvägen,vägen
2468,Valmossestigen,other
2469,Ankdammen,other
2470,Lilla Hallstaviken,other
2471,Stora Hallstaviken,other
2472,Bönekällan,other
2473,Torggatan,gatan
2474,Köpmansgatan,gatan
2475,Bräcke Östergårds Väg,other
2476,Ellen Hanssons Väg,other
2477,Fågelrovägen,vägen
2478,Norra Fågelrovägen,vägen
2479,Sydatlanten,other
2480,Stilla Havet,other
2481,Förrådsgatan,gatan
2482,Godsgatan,gatan
2483,Hamneviksvägen,vägen
2484,Lilla Bulyckevägen,vägen
2485,Seminariegatan,gatan
2486,Kärrlyckegatan,gatan
2487,Arendalsvägen,vägen
2488,Kårebogatan,gatan
2489,Bentylgatan,gatan
2490,Lökholmsstigen,other
2491,Panneviksvägen,vägen
2492,Åreskiftet,other
2493,Lönnskärsdamm,other
2494,Nickelmyntsgatan,gatan
2495,Penninggatan,gatan
2496,Järnmyntsgatan,gatan
2497,Sjömilsgatan,gatan
2498,Marklandsplatsen,other
2499,Tulebergsvägen,vägen
2500,Skanstorget,torget
2501,Klädpressaregatan,gatan
2502,Tolvskillingsgatan,gatan
2503,Föraregatan,gatan
2504,Konduktörsgatan,gatan
2505,Järnbrottsgatan,gatan
2506,Ängåsgatan,gatan
2507,Nitaregatan,gatan
2508,Diktaregatan,gatan
2509,Övre Montörsgatan,gatan
2510,Lilla Brandmansgatan,gatan
2511,Stensprängaregatan,gatan
2512,Ekehöjdsgatan,gatan
2513,Lilla Ekehöjdsgatan,gatan
2514,Målaregatan,gatan
2515,Guldsmedsgatan,gatan
2516,Filaregatan,gatan
2517,Lilla Montörsgatan,gatan
2518,Vävaregatan,gatan
2519,Stuvaregatan,gatan
2520,Montörsgatan,gatan
2521,Gryningsgatan,gatan
2522,Aftongatan,gatan
2523,Middagsgatan,gatan
2524,Typografgatan,gatan
2525,Åkaregatan,gatan
2526,Agronomgatan,gatan
2527,Maskinistgatan,gatan
2528,Storedalsgatan,gatan
2529,Lenvädersgatan,gatan
2530,Fyrmästaregången,other
2531,Johan Alins Gata,gatan
2532,Frölundaborgs Allé,other
2533,Källegårdsvägen,vägen
2534,Oljenäsvägen,vägen
2535,Svalörtsgatan,gatan
2536,Bolmörtsgatan,gatan
2537,Lilla Dalavägen,vägen
2538,Norra Pingstliljegatan,gatan
2539,Dalavägen,vägen
2540,Ringblommegatan,gatan
2541,Blombacken,backen
2542,Floxgatan,gatan
2543,Violblommegatan,gatan
2544,Sedumgatan,gatan
2545,Harmonigatan,gatan
2546,Rudbovägen,vägen
2547,Skrivaregatan,gatan
2548,Ritaregatan,gatan
2549,Ampedalsvägen,vägen
2550,Rävlyevägen,vägen
2551,Dovhjortsstigen,other
2552,Rubelgatan,gatan
2553,Dukatsgatan,gatan
2554,Marklandsgatan,gatan
2555,Norra Hamngatan,gatan
2556,Kaprifolgatan,gatan
2557,Trälåsvägen,vägen
2558,Britthagsvägen,vägen
2559,Ruddalsvägen,vägen
2560,Lilla Trälåsvägen,vägen
2561,Odlarevägen,vägen
2562,Irisgatan,gatan
2563,Tulpangatan,gatan
2564,Backsvalegatan,gatan
2565,Bergaredstrappan,other
2566,Berglärkan,other
2567,Lärje Tolsegård,other
2568,Björningsåsen,other
2569,Fyrväpplingsgatan,gatan
2570,Terränglöparen,other
2571,Ormeslättsstigen,other
2572,Korpåsbacken,backen
2573,Monsungatan,gatan
2574,Vaktmästaregången,other
2575,Nybyggesgatan,gatan
2576,Övre Storåsvägen,vägen
2577,Källsprångsstigen,other
2578,Malte Jacobssons Gångväg,vägen
2579,Besvärsgången,other
2580,Besvärsgatan,gatan
2581,Dunderstigen,other
2582,Belegatan,gatan
2583,Mimergatan,gatan
2584,Nimbusgatan,gatan
2585,Kvarnpirsgatan,gatan
2586,Stångjärnsgatan,gatan
2587,Holländaregatan,gatan
2588,Banérsgatan,gatan
2589,Harald Stakegatan,gatan
2590,Batterigatan,gatan
2591,Lövskogsbacken,backen
2592,Terminalvägen,vägen
2593,Lilla Terminalvägen,vägen
2594,Raffinaderivägen,vägen
2595,Einar Eriksons Gata,gatan
2596,Lilla Hjuviksvägen,vägen
2597,Amhults Långelid,other
2598,Krossvägen,vägen
2599,Fördelarvägen,vägen
2600,Erik väderhatts gata,gatan
2601,Väderskiftesgatan,gatan
2602,Tövädersgatan,gatan
2603,Väderskeppsgatan,gatan
2604,Vädertjänstgatan,gatan
2605,Väderstrecksgatan,gatan
2606,Vädersolsgatan,gatan
2607,Torsåsgatan,gatan
2608,Stenbergsgatan,gatan
2609,Kärrsmossen,other
2610,Laholmsgatan,gatan
2611,Rågåkern,other
2612,Tånåsvägen,vägen
2613,Orkidévägen,vägen
2614,Gullbergs Strandgata,gatan
2615,Leråkersmotet,motet
2616,Fågelvägen,vägen
2617,Kungsportsplatsen,other
2618,Rudenschöldsgatan,gatan
2619,Tjärebergsvägen,vägen
2620,Grådalsvägen,vägen
2621,Horsikavägen,vägen
2622,Donsö Hamnväg,vägen
2623,Korsholmebacke,other
2624,Rävstensvägen,vägen
2625,Nordövägen,vägen
2626,Myrevalevägen,vägen
2627,Torholmsvägen,vägen
2628,Eneliden,other
2629,Storesandsvägen,vägen
2630,Balsebrunnsvägen,vägen
2631,Ringkullevägen,vägen
2632,Lygnevägen,vägen
2633,Kilenvägen,vägen
2634,Näsebergsvägen,vägen
2635,Lebergsvägen,vägen
2636,Stallebergsvägen,vägen
2637,Säddalsvägen,vägen
2638,Raoul Wallenbergs Gata,gatan
2639,Vasabron,other
2640,Hjulplogsgatan,gatan
2641,Distansgatan,gatan
2642,Nils Ericsonsgatan,gatan
2643,Segelmakaregatan,gatan
2644,Saltmätaregatan,gatan
2645,Nålmakaregatan,gatan
2646,Murmästaregatan,gatan
2647,Karduansmakaregatan,gatan
2648,Bårdskäraregatan,gatan
2649,Byttmakaregatan,gatan
2650,Boktryckaregatan,gatan
2651,Bildsnidaregatan,gatan
2652,Barberaregatan,gatan
2653,Drejaregatan,gatan
2654,Frimästaregatan,gatan
2655,Hammarsmedsgatan,gatan
2656,Gördelmakareplatsen,other
2657,Fällmakaregatan,gatan
2658,Sysslomansgatan,gatan
2659,Backegårdsgatan,gatan
2660,Mickelsmässogatan,gatan
2661,Allmänna Skedet,other
2662,Västra Tvärskedet,other
2663,Kyrkebacken,backen
2664,Handskmakaregatan,gatan
2665,Knivsmedsgatan,gatan
2666,Anders Mattssonsgatan,gatan
2667,Bäckeflatsgatan,gatan
