,name,street_type
4438,Trolleredsvägen,vägen
4439,Vasens Torp,other
4440,Birgers Lycka,other
4441,Ekstigen,other
4442,Kanhalls Gård,other
4443,Mannes Lycka,other
4444,Nolhöjdsvägen,vägen
4445,Tallåsvägen,vägen
4446,Vickes Lycka,other
4447,Adolfs Lycka,other
4448,Ligårdsgången,other
4449,Storkgatan,gatan
4450,Läsö Fyrs Väg,other
4451,Fiskefyrsvägen,vägen
4452,Hanö Fyrs Väg,other
4453,Tunnbojsvägen,vägen
4454,Toppljusvägen,vägen
4455,Blänkfyrsvägen,vägen
4456,Mariaplan,other
4457,Pressvägen,vägen
4458,Hamntorgsgatan,gatan
4459,Båtsman Grås Gata,gatan
4460,Båtsman Bleks Gata,gatan
4461,Båtsman Rems Gata,gatan
4462,Skogaberg,other
4463,Märlspiksgatan,gatan
4464,Muraregatan,gatan
4465,Rygången,other
4466,Hellstedtsgatan,gatan
4467,Amazonvägen,vägen
4468,Östra Sörredsvägen,vägen
4469,Gyllenstensgatan,gatan
4470,Sandeslätt,other
4471,Röseredsvägen,vägen
4472,Brännbollsvägen,vägen
4473,Hjällbo Lillgata,gatan
4474,Eriksbo Backe,other
4475,Dillgatan,gatan
4476,Elof Lindälvs gata,gatan
4477,Fritiof Anderssons Gata,gatan
4478,Byvädersgången,other
4479,Rödlöksvägen,vägen
4480,Vapensmedsgatan,gatan
4481,Lilla Gerrebackavägen,vägen
4482,Ingebäckslyckan,other
4483,Grimåsvägen,vägen
4484,Masthuggsliden,other
4485,Korgbollsvägen,vägen
4486,Blomstigen,other
4487,Barrstigen,other
4488,Stombergsvägen,vägen
4489,H,other
4490,Grankullestigen,other
4491,Tåsthultsvägen,vägen
4492,Bågskyttebacken,backen
4493,Mikael Ljungbergs väg,vägen
4494,Gräslöksgången,other
4495,Ärtgången,other
4496,A4,other
4497,A5,other
4498,B1,other
4499,B2,other
4500,B5,other
4501,A1,other
4502,B3,other
4503,B4,other
4504,Rullagergatan,gatan
4505,Arvid Palmgrens Gata,gatan
4506,Dahlhemsvägen,vägen
4507,Högens Gård,other
4508,Kallhedsliden,other
4509,Kallhedsängen,other
4510,Lilla Kallhedsvägen,vägen
4511,Lunnegårdsvägen,vägen
4512,Norra Dahlhemsvägen,vägen
4513,Smedjegårdsängen,other
4514,Stora Hovgården,other
4515,Södra Lunnegårdsvägen,vägen
4516,Västra Smedjegården,other
4517,Östra Smedjegården,other
4518,Björlanda Lexbyväg,vägen
4519,Kattedammen,other
4520,Askesby Högengårdar,other
4521,Björkberget,other
4522,Högåsa Västra,other
4523,Högåsa Östra,other
4524,Lilla Räbbåsvägen,vägen
4525,Räbbåslyckan,other
4526,Räbbåsvägen,vägen
4527,Snörpåsvägen,vägen
4528,Öxnäs Mellangård,other
4529,Tyvetvägen,vägen
4530,Markbovägen,vägen
4531,Höga Gård,other
4532,Högabacken,backen
4533,Fiskhamnspiren,other
4534,Alekärrsgatan,gatan
4535,Tvärflöjtsgatan,gatan
4536,Delsjö Tvärväg,vägen
4537,Dirigentgatan,gatan
4538,Riksdalersgatan,gatan
4539,Stokkebyes Kvarnväg,vägen
4540,Fagottgatan,gatan
4541,Kalvmossestigen,other
4542,Björkkullen,other
4543,Furudalen,other
4544,Krämlevägen,vägen
4545,Högtorp,other
4546,Kantarellvägen,vägen
4547,Kockhedsvägen,vägen
4548,Murklevägen,vägen
4549,Rödbo Björkhög,other
4550,Rödbo Björkås,other
4551,Rödbo Höglycka,other
4552,Rösbodal,other
4553,Svampvägen,vägen
4554,Tryffelvägen,vägen
4555,Vägen till kullen,other
4556,Kallhedsvägen,vägen
4557,Släktledsgatan,gatan
4558,Övre Släktledsgatan,gatan
4559,Björlanda Kile,other
4560,Lilla Högenvägen,vägen
4561,Lillegårdsvägen,vägen
4562,Sjömarksbacken,backen
4563,Sjömarksstigen,other
4564,Västra Hovdalen,other
4565,Östra Hovdalen,other
4566,Övre Björlanda Strand,other
4567,Flatåkern,other
4568,Altarbacken,backen
4569,Blåvingevägen,vägen
4570,Ekoxevägen,vägen
4571,Guldvingevägen,vägen
4572,Klövåsvägen,vägen
4573,Lilla Torskogsbacken,backen
4574,Lilleby Mystelid,other
4575,Lilleby Sörgård,other
4576,Lillebydalen,other
4577,Lorentz Väg,other
4578,Lysmaskvägen,vägen
4579,Småtrollens Väg,other
4580,Soldatvägen,vägen
4581,Svärmarevägen,vägen
4582,Tordyvelsvägen,vägen
4583,Torskogsbacken,backen
4584,Torskogsliden,other
4585,Torskogsvägen,vägen
4586,Trollmors Väg,other
4587,Linas Lycka,other
4588,Skra Bro,other
4589,Täppan,other
4590,Per Wendelbos Väg,other
4591,Säveåns Brygga,other
4592,Lilla Munkebäcksgatan,gatan
4593,Korta Gången,other
4594,Munkebäckstorget,torget
4595,Hjalmar Selandersgatan,gatan
4596,Bovallstrandsgatan,gatan
4597,Stockvagnsgatan,gatan
4598,Bergslagsgatan,gatan
4599,Kruthusgatan,gatan
4600,Kornettgatan,gatan
4601,Lilla Kornettgatan,gatan
4602,Trombongatan,gatan
4603,Doktor Forselius Backe,other
4604,Doktor Liborius Gata,gatan
4605,Doktor Sydows Gata,gatan
4606,Helenebergsgatan,gatan
4607,Snöhöjdsgatan,gatan
4608,Syster Bojans Backe,other
4609,Doktor Lidforss af Geijerstams Gångväg,vägen
4610,Banjogatan,gatan
4611,Amhults Uppegård,other
4612,Amhultsvägen,vägen
4613,Lille-Johans Lycka,other
4614,Stenängens Lycka,other
4615,Vännernas Gård,other
4616,Heliotropvägen,vägen
4617,Påskliljevägen,vägen
4618,Lövkojevägen,vägen
4619,Stormhattsvägen,vägen
4620,Astervägen,vägen
4621,Krokusvägen,vägen
4622,Smedkullen,other
4623,Nickes Väg,other
4624,Krimlanns Gård,other
4625,Krogens Gård,other
4626,Kärrs Byväg,vägen
4627,Olenas Lycka,other
4628,Runskriftsgatan,gatan
4629,Röds Tvärväg,vägen
4630,Röds Backe,other
4631,Vedbackavägen,vägen
4632,Prästgårdsängen,other
4633,Onyxgatan,gatan
4634,Zirkongatan,gatan
4635,Februarigatan,gatan
4636,Sjusovaregatan,gatan
4637,Lilla Korsåsgatan,gatan
4638,Reningsverksgatan,gatan
4639,Ängås Gård,other
4640,Ängåsvallen,other
4641,Skogsliden,other
4642,Kniparedsgården,other
4643,Turkduvevägen,vägen
4644,Blåduvebacken,backen
4645,Strömstarevägen,vägen
4646,Solfågelsvägen,vägen
4647,Sädesärlevägen,vägen
4648,Ekereds byväg,vägen
4649,Furustigen,other
4650,Viggeliden,other
4651,Byalagsgatan,gatan
4652,Epiloggatan,gatan
4653,Poesigatan,gatan
4654,Skaldegatan,gatan
4655,Gamla Bällskärsvägen,vägen
4656,Backebogatan,gatan
4657,Stigen,other
4658,Byamannagatan,gatan
4659,Väråsgatan,gatan
4660,Östra Arödsgatan,gatan
4661,Nyodlaregatan,gatan
4662,Tryckerigatan,gatan
4663,Glisterbackegatan,gatan
4664,Sågverksgatan,gatan
4665,Stenhedsgatan,gatan
4666,Aspedalsgläntan,other
4667,Burhällsvägen,vägen
4668,Bygdeborgsvägen,vägen
4669,Dalsänkan,other
4670,Erlingsvägen,vägen
4671,Gisslefjällsvägen,vägen
4672,Gråstensliden,other
4673,Lilla Myrekärrsvägen,vägen
4674,Ljungliden,other
4675,Mellangårdsvägen,vägen
4676,Myrekärrsvägen,vägen
4677,Måns Torbjörnsvägen,vägen
4678,Snäckskalsvägen,vägen
4679,Södra Snäckskalsvägen,vägen
4680,Torbjörnsliden,other
4681,Blåsippsgatan,gatan
4682,Södra Rävlyevägen,vägen
4683,Skogsgläntevägen,vägen
4684,Bielkegatan,gatan
4685,Blåhammarsgatan,gatan
4686,Frödingsgatan,gatan
4687,Intagsgatan,gatan
4688,Kallkällegatan,gatan
4689,Kyrkåsgatan,gatan
4690,Kyrkåsplatsen,other
4691,Lådspikaregatan,gatan
4692,Ottfjällsgatan,gatan
4693,Räntmästaregatan,gatan
4694,Sofiagatan,gatan
4695,de Geersgatan,gatan
4696,Lindekullegatan,gatan
4697,Vändgatan,gatan
4698,Ulveliden,other
4699,Sågmästaregatan,gatan
4700,Hogenskilds Trappor,other
4701,Hogenskildsgatan,gatan
4702,Nobelgatan,gatan
4703,Nobelplatsen,other
4704,Sanatoriegatan,gatan
4705,Sergelsgatan,gatan
4706,Stobéegatan,gatan
4707,Virginsgatan,gatan
4708,Småstugevägen,vägen
4709,Timotejgången,other
4710,Guldregnsgången,other
4711,Anaris Trappgata,gatan
4712,Gullvivegången,other
4713,Ormebäcksgatan,gatan
4714,Daliagången,other
4715,Klövergången,other
4716,Flädergången,other
4717,Lobeliagången,other
4718,Bellisgången,other
4719,Humlegången,other
4720,Klängrosgången,other
4721,Korngången,other
4722,Häggången,other
4723,Stockrosgången,other
4724,Lavendelgången,other
4725,Primulagången,other
4726,Snödroppegången,other
4727,Spireagången,other
4728,Vetegången,other
4729,Slåttervägen,vägen
4730,Ligustervägen,vägen
4731,Källebergsvägen,vägen
4732,Skördevägen,vägen
4733,Vändstigen,other
4734,Barlastgatan,gatan
4735,Johannesplatsen,other
4736,Kronhusgården,other
4737,Knut Marks väg,vägen
4738,Rödgårdsvägen,vägen
4739,Lammelyckan,other
4740,Gropegårdsgatan,gatan
4741,Romangatan,gatan
4742,Sjunde Kvillängsvägen,vägen
4743,Fredrikas Gård,other
4744,Kronhjortsparken,other
4745,Örgryte Klockarestig,other
4746,Börsåsgatan,gatan
4747,Dammgårdsgatan,gatan
4748,Forskningsgången,other
4749,Konsertgatan,gatan
4750,Miragatan,gatan
4751,Betzensgatan,gatan
4752,Bläsgatan,gatan
4753,Henriksbergsgatan,gatan
4754,Masthuggsterrassen,other
4755,Wilhelmsbergsstigen,other
4756,Adrian Petersons Gångväg,vägen
4757,Maja Kjellins Gångväg,vägen
4758,Tor Bjurströms Gångväg,vägen
4759,Louis Enders Gångväg,vägen
4760,Jeanna Oterdahls Gångväg,vägen
4761,Gillis Edenhjelms Gångväg,vägen
4762,Maj Kullenbergs Gångväg,vägen
4763,Carl Kylbergs Gångväg,vägen
4764,Johanna Hedéns Gångväg,vägen
4765,Bällskärsvägen,vägen
4766,Apelgatan,gatan
4767,Apelgrensgatan,gatan
4768,Furåsgläntan,other
4769,Långvågsgatan,gatan
4770,Radiofyrsgatan,gatan
4771,Safirgatan,gatan
4772,Våglängdsgatan,gatan
4773,Ernst Wigforss Allé,other
4774,Släktforskarens Gångväg,vägen
4775,Packhusgatan,gatan
4776,Kaserngränden,other
4777,J F Carpelans Gångväg,vägen
4778,Beda Hallbergs Gångväg,vägen
4779,Annexgatan,gatan
4780,Scoutgatan,gatan
4781,Katrinedalsgatan,gatan
4782,Nordgårdsgatan,gatan
4783,Relingsgatan,gatan
4784,Björsbo stallväg,vägen
4785,Gärdsgårdsstigen,other
4786,Tullarns väg,vägen
4787,Ganlevägen,vägen
4788,Sandskäddegatan,gatan
4789,Mallgatan,gatan
4790,Linåkersgatan,gatan
4791,Stenvägen,vägen
4792,Hedgatan,gatan
4793,Sköljestensgränd,gränd
4794,Vingalandsgatan,gatan
4795,Sörhallstorget,torget
4796,Sagolandsvägen,vägen
4797,Sörhallspromenaden,other
4798,Skeppspromenaden,other
4799,Norra Skeppspromenaden,other
4800,Ehrenströmsgatan,gatan
4801,E,other
4802,F,other
4803,J,other
4804,K,other
4805,Ängholmsgatan,gatan
4806,Fyrktorget,torget
4807,Eriksbergstorget,torget
4808,Norra Säterigatan,gatan
4809,Reveljgatan,gatan
4810,Ångaren Figges Gata,gatan
4811,Skonaren Ingos gata,gatan
4812,Spontkajen,other
4813,Maskinkajen,other
4814,Pölsebobacken,backen
4815,Ingenjörsgatan,gatan
4816,Lasarettsgatan,gatan
4817,Västra Liden,other
4818,Käppslängareliden,other
4819,Gnistgatan,gatan
4820,L,other
4821,Lönnrunan,other
4822,Vårbäcksvägen,vägen
4823,Änghagsliden,other
4824,Gånggriftsgatan,gatan
4825,Hembygdsgatan,gatan
4826,Härdigs Trappa,other
4827,Radarhöjden,other
4828,Inez Svenssons väg,vägen
4829,Johan i Bönns Väg,other
4830,Lilla Bottnevägen,vägen
4831,Lilleby Ås,other
4832,Tjärnhöjdsvägen,vägen
4833,Änghagsdalen,other
4834,Runslingan,other
4835,Bjurslättstorg,torget
4836,X,other
4837,Gustaf Dalénsgatan,gatan
4838,E1,other
4839,E3,other
4840,E2,other
4841,Lilla Torget,other
4842,Milpålegatan,gatan
4843,Stuxbergsgatan,gatan
4844,Trappgången,other
4845,Odinsgatan,gatan
4846,Ranängsgatan,gatan
4847,Västra Stampbron,other
4848,Östra Stampbron,other
4849,Gamla Brottkärrsvägen,vägen
4850,Monteringsvägen,vägen
4851,Stengetsgatan,gatan
4852,Grills Väg,other
4853,Båtsmansdalsgatan,gatan
4854,Kometstråket,other
4855,Källö Byväg,vägen
4856,Källö Bryggväg,vägen
4857,Myggan Ericsons Gata,gatan
4858,Jaktgatan,gatan
4859,Långåsliden,other
4860,Pipblåsarebacken,backen
4861,Pipblåsaregången,other
4862,10,other
4863,2,other
4864,18,other
4865,9,other
4866,8,other
4867,3,other
4868,19,other
4869,1,other
4870,5,other
4871,6,other
4872,17,other
4873,14,other
4874,7,other
4875,16,other
4876,15,other
4877,Edsviksvägen,vägen
4878,Svarttjärnsvägen,vägen
4879,Kryddkrassegatan,gatan
4880,Kryddväxtgatan,gatan
4881,Åke Göranssons Gångväg,vägen
4882,Vildkaprifolen,other
4883,Kraftrunegatan,gatan
4884,Bildstensgatan,gatan
4885,Trollrunan,other
4886,Nordhagsvägen,vägen
4887,Rödklövern,other
4888,Runfyndsgatan,gatan
4889,Hökällans väg,vägen
4890,Johan Svenssons Gångväg,vägen
4891,Gåsagången,other
4892,Lådämnesgatan,gatan
4893,Stabbegatan,gatan
4894,Träringen,other
4895,Sörensens gata,gatan
4896,Örgryte Nya Kyrkogård,other
4897,Wenngrensstigen,other
4898,Sankt Pauli Trappor,other
4899,Wrangels Trappgata,gatan
4900,Redbergs Trappor,other
4901,Backstugevägen,vägen
4902,Björkgläntan,other
4903,Gullö Skog,other
4904,Brandenburg Torp,other
4905,Elleröds Bergsklippa,other
4906,Elleröds Ekeberga,other
4907,Elleröds Ekelycka,other
4908,Elleröds Gård,other
4909,Froståsvägen,vägen
4910,Furuhöjdsbacken,backen
4911,Gullö Gård,other
4912,Gullöhagen,other
4913,Gunnesby Hembygdsgård,other
4914,Gunnesby Kalsbogård,other
4915,Göddereds Byväg,vägen
4916,Göddereds Gård,other
4917,Göddereds Norgård,other
4918,Göddereds Sörgård,other
4919,Hakeredsvägen,vägen
4920,Karlsbolyckan,other
4921,Livasgården,other
4922,Pileröds Björklid,other
4923,Pilerödsvägen,vägen
4924,Rosenberg,other
4925,Rösetgården,other
4926,Rösetlyckan,other
4927,Solgläntan,other
4928,Stäckens Väg,other
4929,Ärthögsvägen,vägen
4930,Östra Gullöslätten,other
4931,Snäppegatan,gatan
4932,Ytterhamnsmotet,motet
4933,Kvarnebäcksvägen,vägen
4934,Axelinas Väg,other
4935,Batterivägen,vägen
4936,Prosten Grens Väg,other
4937,Trångets Norra Väg,other
4938,Flintstensgatan,gatan
4939,Lottkärrsvägen,vägen
4940,Äckrornavägen,vägen
4941,Grå Lars Väg,other
4942,Duvekärrsvägen,vägen
4943,Lasse Dahlquists Plats,other
4944,Grytstigen,other
4945,Hovås Blåbärsstig,other
4946,Märgelstigen,other
4947,Båtsman Dubbels Gata,gatan
4948,Brummarebacken,backen
4949,Brunstorpsnäsvägen,vägen
4950,Färjeroddarvägen,vägen
4951,Kornhalls Ekebo,other
4952,Lökekullen,other
4953,Ristvägen,vägen
4954,Sandgropsvägen,vägen
4955,Skäggevägen,vägen
4956,Säve Hasselbacke,other
4957,Torslanda Torg,other
4958,Torslanda Kyrkväg,vägen
4959,Flaggberget,other
4960,Brottkärrs Park,other
4961,Brottkärrs Röseväg,vägen
4962,Bjurslätts Torg,other
4963,Hovås Bräckaväg,vägen
4964,Lilla Karlavagnsgatan,gatan
4965,Hovås Björnbärsgång,other
4966,Hovås Mullbärsgång,other
4967,Hovås Stenbärsväg,vägen
4968,Hovås Rönnbärsgång,other
4969,Brännekullabacken,backen
4970,Ättestigen,other
4971,Härlanda Park,other
4972,Källstigen,other
4973,Tofteliden,other
4974,Lindholmsplatsen,other
4975,Lennart Svegelius Väg,other
4976,Gröna Annas Gata,gatan
4977,Övre Sanatoriegatan,gatan
4978,Tallhöjdsgatan,gatan
4979,Promenadstigen,other
4980,Långa Gången,other
4981,Havsfruns Väg,other
4982,Gårdstomtestigen,other
4983,Lorensbergsgatan,gatan
4984,Journalvägen,vägen
4985,Gurkstigen,other
4986,Utbergsvägen,vägen
4987,Domherrevägen,vägen
4988,Lövsångarevägen,vägen
4989,Odenssvalevägen,vägen
4990,Blåmesvägen,vägen
4991,Piplärkevägen,vägen
4992,A3,other
4993,Helleforsgatan,gatan
4994,Hallongången,other
4995,Linnèagången,other
4996,Vallmogången,other
4997,Syrèngången,other
4998,Boulevarden,other
4999,Smultrongången,other
5000,Pärtåsgatan,gatan
5001,Dämmebron,other
5002,Graffmansgatan,gatan
5003,Jörgensgatan,gatan
5004,Strömmensbergs Trappor,other
5005,Carl Wilhelmsons Väg,other
5006,Distingsgatan,gatan
5007,Bökersgatan,gatan
5008,Jakobigatan,gatan
5009,Gösta Sandelsgatan,gatan
5010,Edelfeltsgatan,gatan
5011,Aroseniusgatan,gatan
5012,Björkfeldtsgatan,gatan
5013,Prins Eugens väg,vägen
5014,Nösundsgatan,gatan
5015,Ribbas gata,gatan
5016,Uddevallaplatsen,other
5017,Storhöjdstrappan,other
5018,Prospect Hills Trappor,other
5019,Blidbergs Trappor,other
5020,Fredsgatan,gatan
5021,Gunnar Carlssons Trappor,other
5022,Göketorpstrappan,other
5023,Vårfrugatan,gatan
5024,Genomgången,other
5025,Yttre Järnvågsbron,other
5026,Qvidingsgatan,gatan
5027,Albanusbacken,backen
5028,Älgstråket,other
5029,Uggledalsvägen,vägen
5030,Lilla Vårvädersgatan,gatan
5031,Hästlyckan,other
5032,Aspedalsvägen,vägen
5033,Kärrsgårdsgatan,gatan
5034,Frodestigen,other
5035,Dalklintsvägen,vägen
5036,Skogsbacken,backen
5037,Wollins trappor,other
5038,Ringnotsvägen,vägen
5039,Bleckvarugatan,gatan
5040,Landstormsgatan,gatan
5041,Latitudvägen,vägen
5042,Fyrans backe,other
5043,Horisontvägen,vägen
5044,Meridianvägen,vägen
5045,Knopvägen,vägen
5046,Hobergs Trappor,other
5047,Dammen på Kärr,other
5048,Remmetorpsvägen,vägen
5049,Trappstigen,other
5050,Haga Nygata,gatan
5051,Kvillebergsås,other
5052,Femhörningsbacken,backen
5053,Erling Skackers Gata,gatan
5054,Ingebäcks Byväg,vägen
5055,Oklandsåsen,other
5056,Sankt Olofs källa,other
5057,Tynneredsmotet,motet
5058,Gerdas Gård,other
5059,Nortagene Gård,other
5060,"Riksväg 40,27",other
5061,Nils Oderstams Gångstig,other
5062,Makarna Åbergs Gångstig,other
5063,Runhällsgatan,gatan
5064,Bottne Broväg,vägen
5065,Bua-Skogen,other
5066,Oxholmsgatan,gatan
5067,Dansbanevägen,vägen
5068,Horisontstigen,other
5069,Navigationsvägen,vägen
5070,Lilla Pölsans väg,vägen
5071,Stora Pölsans väg,vägen
5072,Majstenavägen,vägen
5073,Vedskärsvägen,vägen
5074,Gradmansplatsen,other
5075,Ättekullen,other
5076,Amhults undergång,other
5077,Lilla Sörredsvägen,vägen
5078,Kungspassagen,other
5079,Grand Passage,other
5080,Torgpassagen,other
5081,Stora Gårda,other
5082,Ysters Väg,other
5083,Drottningpassagen,other
5084,Ledetstigen,other
5085,Frisksportaren,other
5086,Orienteraren,other
5087,Allsångsgången,other
5088,Kvintettgången,other
5089,Sologången,other
5090,Duettgången,other
5091,Sextettgången,other
5092,Septettgången,other
5093,Kvartettgången,other
5094,Gåseklovan,other
5095,Trallgången,other
5096,Södra Tandåstrappan,other
5097,Skeppstads Trastväg,vägen
5098,Skeppstads Ringväg,vägen
5099,Skeppstads Gateskärsväg,vägen
5100,Liedbergsgatan,gatan
5101,Hammarbergs Backe,other
5102,Triangeln,other
5103,Majvivsgatan,gatan
5104,Kvillebäcksplatsen,other
5105,Sixten Camps gata,gatan
5106,Bältbron,other
5107,Polkettvägen,vägen
5108,Masurkavägen,vägen
5109,Schottisvägen,vägen
5110,Älvåsbacken,backen
5111,Gammaldansvägen,vägen
5112,Duvans Väg,other
5113,Berghemsvägen,vägen
5114,Rödklintsgatan,gatan
5115,Björsaråsvägen,vägen
5116,Gråbo,other
5117,Öckeröleden,leden
5118,Hallspjällsgatan,gatan
5119,Bergsjösvängen,other
5120,Gunnilse Ljungbacke,other
5121,Kvarnpiren,other
5122,Pir 4,other
5123,Pir 5,other
5124,Tomtebacken,backen
5125,Hildebrandsgatan,gatan
5126,Lilla Ellesbovägen,vägen
5127,Eriksbo Lilläng,other
5128,Eriksbovägen,vägen
5129,Tennisvägen,vägen
5130,Rosenhällsvägen,vägen
5131,Borstbindaregatan,gatan
5132,Gamla Tuvevägen,vägen
5133,Penselgatan,gatan
5134,Solventilsgatan,gatan
5135,Badvikshöjden,other
5136,Badviksvägen,vägen
5137,Stommavägen,vägen
5138,Björkdalen,other
5139,Lilla Badviksvägen,vägen
5140,Skogsmarksvägen,vägen
5141,Smörvattnestigen,other
5142,Danseredsvägen,vägen
5143,Lysetorpsvägen,vägen
5144,Torvhögs Nordgårdsväg,vägen
5145,Krokstorpsvägen,vägen
5146,Högsjöåsvägen,vägen
5147,Bureds Gärde,other
5148,Östra Björredsvägen,vägen
5149,Rydetvägen,vägen
5150,Berggrottevägen,vägen
5151,T-vägen,vägen
5152,Torvhögsbrovägen,vägen
5153,Gärdhemsvägen,vägen
5154,Torvhögs Gärde,other
5155,Bergums Skattegårdsväg,vägen
5156,Bergums Hovgårdsväg,vägen
5157,Rydståvägen,vägen
5158,Björsaredsvägen,vägen
5159,Nilses Bratter,other
5160,Brändamosse,other
5161,Bergums Högenväg,vägen
5162,Västra Rydetvägen,vägen
5163,Ströms Väg,other
5164,Dansereds Södergårdsväg,vägen
5165,Lövhagavägen,vägen
5166,Minas väg,vägen
5167,Snipebergsvägen,vägen
5168,Ardalsberget,other
5169,Hålstigen,other
5170,Lilla Hålskogsgatan,gatan
5171,Ekeredsvägen,vägen
5172,Gunnilse Skolväg,vägen
5173,Grusbrantsvägen,vägen
5174,Hällmarksvägen,vägen
5175,Ekåsvägen,vägen
5176,Nämndemansgärdet,other
5177,Ekskogsliden,other
5178,Albotorget,torget
5179,Carl-Erik Hammaréns backe,other
5180,Göketorpsgatan,gatan
5181,Bergfinksvägen,vägen
5182,Bingaredsvägen,vägen
5183,Björredsvägen,vägen
5184,Ekberget,other
5185,Fanjunkarens Lycka,other
5186,Fyrväpplingen,other
5187,Grönfinksvägen,vägen
5188,Jättestugorna,other
5189,Kull-Augustes Väg,other
5190,Lamparnavägen,vägen
5191,Lilla Tyrsjövägen,vägen
5192,Nöthultsvägen,vägen
5193,Nötveckestupet,other
5194,Olofslättsvägen,vägen
5195,Ringduvevägen,vägen
5196,Skogsduvevägen,vägen
5197,Slaktarns Backe,other
5198,Stenbrottsvägen,vägen
5199,Sånglärkevägen,vägen
5200,Hallengårdsvägen,vägen
5201,Ströms Vinkelväg,vägen
5202,Åkes Väg,other
5203,Rastestället,other
5204,Övre Ströms Väg,other
5205,Oskarsbergsvägen,vägen
5206,Mistlursvägen,vägen
5207,Marieholmstunneln,other
5208,Walckesgatan,gatan
5209,Salsmästaregatan,gatan
5210,Förö Bergstig,other
5211,Förö Södra Strandväg,vägen
5212,Förö Ejderväg,vägen
5213,Berguvsgatan,gatan
5214,Strandskategatan,gatan
5215,Hvitfeldtsplatsen,other
5216,Bergums Källegårdsväg,vägen
5217,Bergums Karlslund,other
5218,Bergums Källebacke,other
5219,Björsbo Grenåsväg,vägen
5220,Björsbo Gård,other
5221,Dansereds Gärde,other
5222,Dansered Mellangård,other
5223,Dansereds Nordgård,other
5224,Dansereds Skogaväg,vägen
5225,Dansereds Äng,other
5226,Gulleredsvägen,vägen
5227,Kappereds Kulle,other
5228,Kapperedsvägen,vägen
5229,Liden,other
5230,Lilla Björsaredsvägen,vägen
5231,Lysebrunnsvägen,vägen
5232,Långevatten,other
5233,Mollsjönäsvägen,vägen
5234,Mollsjövägen,vägen
5235,Ormåsvägen,vägen
5236,Skårbergsvägen,vägen
5237,T-backen,backen
5238,Västra Stigen,other
5239,Industrivägen,vägen
5240,Kjell Hjerns Gata,gatan
5241,Ella Hillbäcks Gata,gatan
5242,Sophie Elkans Gata,gatan
5243,Kornhallsvägen,vägen
5244,Gödderedsbacken,backen
5245,Oxhagens Rosenhill,other
5246,Rönnings Gård,other
5247,Bessemergatan,gatan
5248,Tackjärnsgatan,gatan
5249,Nordstans lastgata,gatan
5250,Stenebyvägen,vägen
5251,LX-Port,other
5252,M,other
5253,N,other
5254,O,other
5255,P,other
5256,Traktorgatan,gatan
5257,Högbrogatan,gatan
5258,Bredmossegatan,gatan
5259,Knipeflogsgatan,gatan
5260,Råbäcksgatan,gatan
5261,Rörmossegatan,gatan
5262,Torvmossegatan,gatan
5263,Sven Hultins Plats,other
5264,Bryggaregatan,gatan
5265,Halvorsäng,other
5266,Ytterhamnsvägen,vägen
5267,Surbrunnsgatan,gatan
5268,Blixtbrickegatan,gatan
5269,Lilleby Badväg,vägen
5270,Stureplatsen,other
5271,Rusthållareplatsen,other
5272,Ekåsbergsvägen,vägen
5273,Spånkullen,other
5274,Vitaminvägen,vägen
5275,Bandsågsgatan,gatan
5276,Klyvsågsgatan,gatan
5277,Sågställaregatan,gatan
5278,Hyvelmästaregatan,gatan
5279,Sågbladsgatan,gatan
5280,Receptvägen,vägen
5281,Oscar Fredriks Kyrkoplan,other
5282,Bångejordsgatan,gatan
5283,Norra Tandåstrappan,other
5284,Örgryte Kyrkogata,gatan
5285,Sannegårdsbron,other
5286,Bazarbron,other
5287,Jungfrustigen,other
5288,Mäster Palmsgatan,gatan
5289,Bulteklubbsgatan,gatan
5290,Britta-Lisas gata,gatan
5291,Gamla Bastebergsvägen,vägen
5292,Skallviksvägen,vägen
5293,Liljekonvaljen,other
5294,Röds Jupiterstig,other
5295,Röds Marsstig,other
5296,Röds Månstig,other
5297,Röds Pallasstig,other
5298,Röds Plutostig,other
5299,Röds Saturnusstig,other
5300,Röds Uranusstig,other
5301,Vitklövern,other
5302,Stegerholmsvägen,vägen
5303,Runstensvägen,vägen
5304,Långebergs bygata,gatan
5305,Fornlämningsgatan,gatan
5306,Kålhagen,other
5307,Tygvaktaregatan,gatan
5308,Gunviken,other
5309,Ugglegården,other
5310,Tabergsstigen,other
5311,Lefflersgatan,gatan
5312,Tumlebacken,backen
5313,Floras kulle,other
5314,Ludde Gentzels Gångväg,vägen
5315,Lilla Brännekullavägen,vägen
5316,Skeppstads Ärleväg,vägen
5317,Skeppstads Ejderväg,vägen
5318,Skeppstads Strandväg,vägen
5319,Snickaregången,other
5320,Rektor Ohlons Gångväg,vägen
5321,Sophus Petersens Backe,other
5322,Segelflyget,other
5323,Benjamins Lycka,other
5324,Mörängens Lycka,other
5325,Eriksgården,other
5326,Fjärrkallevägen,vägen
5327,Skovelvägen,vägen
5328,Sabinas Väg,other
5329,Lilla Trulsdal,other
5330,Trulsdal,other
5331,Sofiedal,other
5332,Aronsberg,other
5333,Lilla Bergkullavägen,vägen
5334,Småkulla Äng,other
5335,Stjärnkullavägen,vägen
5336,Källöstigen,other
5337,Lilla Tunnlandsgatan,gatan
5338,Aspirantgatan,gatan
5339,Kadettgatan,gatan
5340,Ordonnansgatan,gatan
